Year,State,Revenue,Sales,Number of Customers,Price,Sector
2014,NC,1751829,26964549,10356,6.5,Industrial
2014,ND,569870,7478721,8607,7.62,Industrial
2014,NE,797052,10668406,57429,7.47,Industrial
2014,NH,234900,1969064,3342,11.93,Industrial
2014,NJ,855757,7516616,12313,11.38,Industrial
2014,NM,497592,7526898,9112,6.61,Industrial
2014,NV,977320,13732695,3691,7.12,Industrial
2014,NY,1184255,18002976,7862,6.58,Industrial
2014,OH,3440917,50829251,19209,6.77,Industrial
2014,OK,1038884,17773456,18238,5.85,Industrial
2014,OR,755416,12654475,23356,5.97,Industrial
2014,PA,3580987,48317693,24222,7.41,Industrial
2014,RI,114111,887150,1884,12.86,Industrial
2014,SC,1839963,29248186,4566,6.29,Industrial
2014,SD,206414,2955034,3801,6.99,Industrial
2014,TN,1548714,24182470,1271,6.4,Industrial
2014,TX,6727425,109165495,101641,6.16,Industrial
2014,UT,606015,9965115,9658,6.08,Industrial
2014,VA,1219659,17700993,3653,6.89,Industrial
2014,VT,145111,1417994,224,10.23,Industrial
2014,WA,1211294,28012775,30308,4.32,Industrial
2014,WI,1790586,23811549,5465,7.52,Industrial
2014,WV,753085,12828949,12146,5.87,Industrial
2014,WY,686237,10381471,10323,6.61,Industrial
2014,US,70854754,997576138,839212,7.1,Industrial
2013,AK,212159,1340047,1314,15.83,Industrial
2013,AL,2014487,33870219,7029,5.95,Industrial
2013,AR,999852,16565377,34699,6.04,Industrial
2013,AZ,833358,12519417,7618,6.66,Industrial
2013,CA,6222066,54396999,159483,11.44,Industrial
2013,CO,1082995,14752859,16172,7.34,Industrial
2013,CT,439987,3490140,4568,12.61,Industrial
2013,DC,12590,227385,1,5.54,Industrial
2013,DE,220967,2620050,848,8.43,Industrial
2013,FL,1246783,16389522,17865,7.61,Industrial
2013,GA,1972453,31443424,18981,6.27,Industrial
2013,HI,1082194,3623111,694,29.87,Industrial
2013,IA,1104037,19634715,8412,5.62,Industrial
2013,ID,568510,9338497,26847,6.09,Industrial
2013,IL,2637816,44386770,6498,5.94,Industrial
2013,IN,3201509,47807527,18162,6.7,Industrial
2013,KS,813904,11009366,26394,7.39,Industrial
2013,KY,2094351,36971550,7185,5.66,Industrial
2013,LA,1825435,30833438,19019,5.92,Industrial
2013,MA,2169240,16463343,16594,13.18,Industrial
2013,MD,329886,3943942,8788,8.36,Industrial
2013,ME,265002,3177140,2962,8.34,Industrial
2013,MI,2416682,31321534,13419,7.72,Industrial
2013,MN,1587306,22734273,11383,6.98,Industrial
2013,MO,1104696,17551296,10274,6.29,Industrial
2013,MS,1022567,16131761,7165,6.34,Industrial
2013,MT,229520,4229061,8692,5.43,Industrial
2013,NC,1732933,26872437,10276,6.45,Industrial
2013,ND,378338,5308975,6683,7.13,Industrial
2013,NE,837384,11251372,56365,7.44,Industrial
2013,NH,224839,1972539,3371,11.4,Industrial
2013,NJ,816914,7565722,12369,10.8,Industrial
2013,NM,462597,7278476,8676,6.36,Industrial
2013,NV,896458,13758569,3783,6.52,Industrial
2013,NY,1179389,17910950,7960,6.58,Industrial
2013,OH,3196429,51387011,19360,6.22,Industrial
2013,OK,927308,16886075,18471,5.49,Industrial
2013,OR,707974,12209593,23392,5.8,Industrial
2013,PA,3347992,48043117,24601,6.97,Industrial
2013,RI,109106,922911,1913,11.82,Industrial
2013,SC,1722902,28669378,4479,6.01,Industrial
2013,SD,189746,2723804,3535,6.97,Industrial
2013,TN,1412984,22461702,1191,6.29,Industrial
2013,TX,5920133,101967843,95881,5.81,Industrial
2013,UT,587626,10010410,9629,5.87,Industrial
2013,VA,1136239,17150375,3585,6.63,Industrial
2013,VT,156753,1445776,223,10.84,Industrial
2013,WA,1152363,27234626,27808,4.23,Industrial
2013,WI,1729642,23369748,4725,7.4,Industrial
2013,WV,745335,12020526,12314,6.2,Industrial
2013,WY,652083,10157176,10134,6.42,Industrial
2013,US,67933816,985351874,831790,6.89,Industrial
2012,AK,232325,1381177,1263,16.82,Industrial
2012,AL,2100936,33751106,7168,6.22,Industrial
2012,AR,971266,16847755,33926,5.77,Industrial
2012,AZ,813094,12448117,7740,6.53,Industrial
2012,CA,4925482,46951714,73805,10.49,Industrial
2012,CO,1070816,15415235,16017,6.95,Industrial
2012,CT,451910,3565944,4647,12.67,Industrial
2012,DC,11919,218376,1,5.46,Industrial
2012,DE,230215,2754621,854,8.36,Industrial
2012,FL,1319868,16425581,17414,8.04,Industrial
2012,GA,1866393,31224600,17335,5.98,Industrial
2012,HI,1128570,3661679,706,30.82,Industrial
2012,IA,1033194,19511683,7255,5.3,Industrial
2012,ID,524514,9574392,26523,5.48,Industrial
2012,IL,2625085,45277444,6042,5.8,Industrial
2012,IN,3053069,48167545,18525,6.34,Industrial
2012,KS,782714,11041111,25017,7.09,Industrial
2012,KY,2364592,44195865,7134,5.35,Industrial
2012,LA,1448981,30448836,18143,4.76,Industrial
2012,MA,2127180,16927205,21145,12.57,Industrial
2012,MD,364075,4499827,8941,8.09,Industrial
2012,ME,241624,3027135,2780,7.98,Industrial
2012,MI,2427143,31835905,13074,7.62,Industrial
2012,MN,1530592,23415791,11010,6.54,Industrial
2012,MO,1036772,17594410,8901,5.89,Industrial
2012,MS,1048844,16810329,7125,6.24,Industrial
2012,MT,212720,4167509,7268,5.1,Industrial
2012,NC,1727483,26896123,10399,6.42,Industrial
2012,ND,335697,5123582,4602,6.55,Industrial
2012,NE,834871,11914907,54160,7.01,Industrial
2012,NH,231041,1952633,3444,11.83,Industrial
2012,NJ,816326,7762331,12729,10.52,Industrial
2012,NM,422675,7249215,8238,5.83,Industrial
2012,NV,890523,13734461,3748,6.48,Industrial
2012,NY,917700,13705330,8144,6.7,Industrial
2012,OH,3328313,53379284,19602,6.24,Industrial
2012,OK,842885,16569801,18242,5.09,Industrial
2012,OR,670720,12005579,23303,5.59,Industrial
2012,PA,3472258,48038858,24963,7.23,Industrial
2012,RI,98597,923478,1927,10.68,Industrial
2012,SC,1695628,28163956,4392,6.02,Industrial
2012,SD,178980,2723870,2891,6.57,Industrial
2012,TN,2015274,28475956,1957,7.08,Industrial
2012,TX,5265840,94517323,92377,5.57,Industrial
2012,UT,544855,9694190,9417,5.62,Industrial
2012,VA,1162772,17315739,3973,6.72,Industrial
2012,VT,141870,1421589,221,9.98,Industrial
2012,WA,1138881,27578904,27690,4.13,Industrial
2012,WI,1730531,23560910,4572,7.34,Industrial
2012,WV,750338,11855567,12472,6.33,Industrial
2012,WY,603310,10009376,9163,6.03,Industrial
2012,US,65761258,985713854,732385,6.67,Industrial
2011,AK,209034,1330708,1250,15.71,Industrial
2011,AL,2107205,33735427,6491,6.25,Industrial
2011,AR,957043,16993922,32761,5.63,Industrial
2011,AZ,809655,12352241,7212,6.55,Industrial
2011,CA,5046467,49935776,73297,10.11,Industrial
2011,CO,1075882,15241814,16425,7.06,Industrial
2011,CT,485663,3668217,4757,13.24,Industrial
2011,DC,14896,216244,1,6.89,Industrial
2011,DE,230941,2591360,1238,8.91,Industrial
2011,FL,1443926,16885585,17335,8.55,Industrial
2011,GA,2080074,31521020,16241,6.6,Industrial
2011,HI,1040801,3664779,698,28.4,Industrial
2011,IA,1002835,19240204,7378,5.21,Industrial
2011,ID,454720,8912396,26258,5.1,Industrial
2011,IL,2878997,44844111,5843,6.42,Industrial
2011,IN,2945751,47774083,17891,6.17,Industrial
2011,KS,725304,10807373,23986,6.71,Industrial
2011,KY,2326178,43619424,7426,5.33,Industrial
2011,LA,1710595,30058415,18090,5.69,Industrial
2011,MA,2270382,16973507,21021,13.38,Industrial
2011,MD,438877,5007386,8900,8.76,Industrial
2011,ME,267894,3015739,2823,8.88,Industrial
2011,MI,2315040,31624220,12961,7.32,Industrial
2011,MN,1527529,23618724,10673,6.47,Industrial
2011,MO,1013187,17329648,8759,5.85,Industrial
2011,MS,1062287,16263203,6931,6.53,Industrial
2011,MT,210061,3982700,5877,5.27,Industrial
2011,NC,1597233,26554615,10609,6.01,Industrial
2011,ND,269476,4318558,3639,6.24,Industrial
2011,NE,681020,10589701,51373,6.43,Industrial
2011,NH,237521,1936413,3491,12.27,Industrial
2011,NJ,918011,8033254,12715,11.43,Industrial
2011,NM,418868,6910284,7603,6.06,Industrial
2011,NV,891991,13419961,3506,6.65,Industrial
2011,NY,1051444,13420153,8222,7.83,Industrial
2011,OH,3298277,53913437,19712,6.12,Industrial
2011,OK,863213,15808845,18242,5.46,Industrial
2011,OR,653955,11963131,23300,5.47,Industrial
2011,PA,3833723,49585444,25047,7.73,Industrial
2011,RI,103254,915857,1958,11.27,Industrial
2011,SC,1668821,28094021,4459,5.94,Industrial
2011,SD,160315,2586352,2905,6.2,Industrial
2011,TN,2070122,28638453,2017,7.23,Industrial
2011,TX,6368043,102128869,99033,6.24,Industrial
2011,UT,475870,9332992,9378,5.1,Industrial
2011,VA,1118027,17218005,4082,6.49,Industrial
2011,VT,139239,1417104,221,9.83,Industrial
2011,WA,1141672,27932787,27845,4.09,Industrial
2011,WI,1715020,23406711,4527,7.33,Industrial
2011,WV,724244,11720437,12446,6.18,Industrial
2011,WY,555109,10261954,9067,5.41,Industrial
2011,US,67605690,991315564,727920,6.82,Industrial
2010,AK,187290,1324083,1350,14.14,Industrial
2010,AL,1945053,32349585,6915,6.01,Industrial
2010,AR,913220,16774699,32408,5.44,Industrial
2010,AZ,758910,11441974,7143,6.63,Industrial
2010,CA,4831623,49301025,75160,9.8,Industrial
2010,CO,1047503,15171843,15060,6.9,Industrial
2010,CT,538690,3712952,4973,14.51,Industrial
2010,DC,17777,229597,1,7.74,Industrial
2010,DE,241673,2525939,1241,9.57,Industrial
2010,FL,1528594,17265268,18048,8.85,Industrial
2010,GA,1932099,31046909,15648,6.22,Industrial
2010,HI,805925,3672487,686,21.94,Industrial
2010,IA,1011344,18865105,6555,5.36,Industrial
2010,ID,452704,8796047,26047,5.15,Industrial
2010,IL,3011060,44180125,5991,6.82,Industrial
2010,IN,2734471,46551671,18796,5.87,Industrial
2010,KS,664062,10650764,23304,6.23,Industrial
2010,KY,2273807,45022361,7268,5.05,Industrial
2010,LA,1646496,28186816,18128,5.84,Industrial
2010,MA,2346600,17116157,16162,13.71,Industrial
2010,MD,486917,5083115,8766,9.58,Industrial
2010,ME,280544,3058827,2821,9.17,Industrial
2010,MI,2183317,30840513,12827,7.08,Industrial
2010,MN,1433278,22797763,10150,6.29,Industrial
2010,MO,953656,17330169,8899,5.5,Industrial
2010,MS,992969,15707378,6797,6.32,Industrial
2010,MT,235469,4239477,5218,5.55,Industrial
2010,NC,1623228,26315850,11016,6.17,Industrial
2010,ND,223760,3849552,2641,5.81,Industrial
2010,NE,612988,10210349,45032,6,Industrial
2010,NH,247747,1942167,3495,12.76,Industrial
2010,NJ,995278,8428639,12960,11.81,Industrial
2010,NM,400122,6660142,7259,6.01,Industrial
2010,NV,971592,13179708,3484,7.37,Industrial
2010,NY,1184683,13480462,8364,8.79,Industrial
2010,OH,3397912,53109368,20693,6.4,Industrial
2010,OK,810789,15151987,18356,5.35,Industrial
2010,OR,631878,11708420,22638,5.4,Industrial
2010,PA,3480921,45457627,27293,7.66,Industrial
2010,RI,113621,960833,1975,11.83,Industrial
2010,SC,1567886,27307074,4477,5.74,Industrial
2010,SD,143156,2360245,3290,6.07,Industrial
2010,TN,1903857,28929637,2027,6.58,Industrial
2010,TX,6420039,99754412,127608,6.44,Industrial
2010,UT,434488,8808211,9431,4.93,Industrial
2010,VA,1141321,17141224,5380,6.66,Industrial
2010,VT,137851,1445961,219,9.53,Industrial
2010,WA,1085311,26632814,27970,4.08,Industrial
2010,WI,1606232,23451807,4496,6.85,Industrial
2010,WV,681014,11622934,12348,5.86,Industrial
2010,WY,501285,10069117,8933,4.98,Industrial
2010,US,65772007,971221189,747747,6.77,Industrial
2021,AK,0,0,0,0,Transportation
2021,AL,0,0,0,0,Transportation
2021,AR,28,205,2,13.56,Transportation
2021,AZ,981,10515,2,9.33,Transportation
2021,CA,73215,620799,12,11.79,Transportation
2021,CO,8362,88576,1,9.44,Transportation
2021,CT,18136,145116,3,12.5,Transportation
2021,DC,26547,272113,3,9.76,Transportation
2021,DE,0,0,0,0,Transportation
2021,FL,5985,71984,2,8.31,Transportation
2021,GA,9449,142978,1,6.61,Transportation
2021,HI,0,0,0,0,Transportation
2021,IA,0,0,0,0,Transportation
2021,ID,0,0,0,0,Transportation
2021,IL,29178,454531,3,6.42,Transportation
2021,IN,1775,17656,1,10.05,Transportation
2021,KS,0,0,0,0,Transportation
2021,KY,0,0,0,0,Transportation
2021,LA,1021,9484,1,10.77,Transportation
2021,MA,20508,314820,2,6.51,Transportation
2021,MD,31972,421987,5,7.58,Transportation
2021,ME,0,0,0,0,Transportation
2021,MI,398,3231,2,12.3,Transportation
2021,MN,2360,22728,1,10.38,Transportation
2021,MO,1699,20632,2,8.23,Transportation
2021,MS,0,0,0,0,Transportation
2021,MT,0,0,0,0,Transportation
2021,NC,1114,14194,1,7.85,Transportation
2021,ND,0,0,0,0,Transportation
2021,NE,0,0,0,0,Transportation
2021,NH,0,0,0,0,Transportation
2021,NJ,23053,249430,6,9.24,Transportation
2021,NM,0,0,0,0,Transportation
2021,NV,411,5327,1,7.72,Transportation
2021,NY,311083,2455256,8,12.67,Transportation
2021,OH,2728,36814,3,7.41,Transportation
2021,OK,0,0,0,0,Transportation
2021,OR,2193,22596,2,9.71,Transportation
2021,PA,27859,407101,5,6.84,Transportation
2021,RI,3589,18174,1,19.75,Transportation
2021,SC,0,0,0,0,Transportation
2021,SD,0,0,0,0,Transportation
2021,TN,0,0,0,0,Transportation
2021,TX,11865,179950,3,6.59,Transportation
2021,UT,5490,48965,1,11.21,Transportation
2021,VA,14823,174608,1,8.49,Transportation
2021,VT,0,0,0,0,Transportation
2021,WA,10248,103574,5,9.89,Transportation
2021,WI,157,1039,2,15.12,Transportation
2021,WV,0,0,0,0,Transportation
2021,WY,0,0,0,0,Transportation
2021,US,646228,6334383,82,10.2,Transportation
2020,AK,0,0,0,0,Transportation
2020,AL,0,0,0,0,Transportation
2020,AR,27,199,2,13.32,Transportation
2020,AZ,1064,11341,2,9.38,Transportation
2020,CA,60682,602880,13,10.07,Transportation
2020,CO,8126,94079,1,8.64,Transportation
2020,CT,16768,125647,3,13.34,Transportation
2020,DC,31906,332282,3,9.6,Transportation
2020,DE,0,0,0,0,Transportation
2020,FL,5739,74612,2,7.69,Transportation
2020,GA,7584,140609,1,5.39,Transportation
2020,HI,0,0,0,0,Transportation
2020,IA,0,0,0,0,Transportation
2020,ID,0,0,0,0,Transportation
2020,IL,29507,449958,3,6.56,Transportation
2020,IN,1839,18001,1,10.21,Transportation
2020,KS,0,0,0,0,Transportation
2020,KY,0,0,0,0,Transportation
2020,LA,948,10814,1,8.77,Transportation
2020,MA,20159,323287,2,6.24,Transportation
2020,MD,38082,488906,5,7.79,Transportation
2020,ME,0,0,0,0,Transportation
2020,MI,469,4116,2,11.39,Transportation
2020,MN,1919,20410,1,9.4,Transportation
2020,MO,1603,20463,2,7.84,Transportation
2020,MS,0,0,0,0,Transportation
2020,MT,0,0,0,0,Transportation
2020,NC,1236,16124,1,7.67,Transportation
2020,ND,0,0,0,0,Transportation
2020,NE,0,0,0,0,Transportation
2020,NH,0,0,0,0,Transportation
2020,NJ,24836,270370,6,9.19,Transportation
2020,NM,0,0,0,0,Transportation
2020,NV,350,3960,1,8.84,Transportation
2020,NY,309509,2550214,8,12.14,Transportation
2020,OH,2342,34899,3,6.71,Transportation
2020,OK,0,0,0,0,Transportation
2020,OR,2423,25606,2,9.46,Transportation
2020,PA,36505,425435,5,8.58,Transportation
2020,RI,3905,17566,1,22.23,Transportation
2020,SC,0,0,0,0,Transportation
2020,SD,0,0,0,0,Transportation
2020,TN,0,0,0,0,Transportation
2020,TX,11314,173662,3,6.52,Transportation
2020,UT,5263,49213,1,10.69,Transportation
2020,VA,14431,164460,1,8.77,Transportation
2020,VT,0,0,0,0,Transportation
2020,WA,9708,97748,5,9.93,Transportation
2020,WI,141,963,2,14.64,Transportation
2020,WV,0,0,0,0,Transportation
2020,WY,0,0,0,0,Transportation
2020,US,648385,6547824,83,9.9,Transportation
2019,AK,0,0,0,0,Transportation
2019,AL,0,0,0,0,Transportation
2019,AR,49,416,2,11.73,Transportation
2019,AZ,1079,11144,2,9.68,Transportation
2019,CA,68402,767621,12,8.91,Transportation
2019,CO,9905,113801,1,8.7,Transportation
2019,CT,24209,176866,3,13.69,Transportation
2019,DC,33199,349546,3,9.5,Transportation
2019,DE,0,0,0,0,Transportation
2019,FL,7103,85390,2,8.32,Transportation
2019,GA,9608,164292,1,5.85,Transportation
2019,HI,0,0,0,0,Transportation
2019,IA,0,0,0,0,Transportation
2019,ID,0,0,0,0,Transportation
2019,IL,39370,570032,3,6.91,Transportation
2019,IN,2218,20606,1,10.76,Transportation
2019,KS,0,0,0,0,Transportation
2019,KY,0,0,0,0,Transportation
2019,LA,1079,11886,1,9.08,Transportation
2019,MA,21138,343494,2,6.15,Transportation
2019,MD,42367,575218,5,7.37,Transportation
2019,ME,0,0,0,0,Transportation
2019,MI,671,6353,2,10.56,Transportation
2019,MN,2383,25109,1,9.49,Transportation
2019,MO,1855,23517,2,7.89,Transportation
2019,MS,0,0,0,0,Transportation
2019,MT,0,0,0,0,Transportation
2019,NC,1533,18691,1,8.2,Transportation
2019,ND,0,0,0,0,Transportation
2019,NE,0,0,0,0,Transportation
2019,NH,0,0,0,0,Transportation
2019,NJ,26513,301402,7,8.8,Transportation
2019,NM,0,0,0,0,Transportation
2019,NV,683,8027,1,8.51,Transportation
2019,NY,346400,2820065,8,12.28,Transportation
2019,OH,2574,37708,2,6.83,Transportation
2019,OK,0,0,0,0,Transportation
2019,OR,2461,26941,2,9.14,Transportation
2019,PA,44937,618767,6,7.26,Transportation
2019,RI,4994,27005,1,18.49,Transportation
2019,SC,0,0,0,0,Transportation
2019,SD,0,0,0,0,Transportation
2019,TN,0,0,0,0,Transportation
2019,TX,12022,186616,3,6.44,Transportation
2019,UT,5498,51748,1,10.62,Transportation
2019,VA,15690,189794,1,8.27,Transportation
2019,VT,0,0,0,0,Transportation
2019,WA,9341,98861,5,9.45,Transportation
2019,WI,171,1234,2,13.85,Transportation
2019,WV,0,0,0,0,Transportation
2019,WY,0,0,0,0,Transportation
2019,US,737452,7632150,83,9.66,Transportation
2018,AK,0,0,0,0,Transportation
2018,AL,0,0,0,0,Transportation
2018,AR,50,438,2,11.35,Transportation
2018,AZ,803,8014,2,10.02,Transportation
2018,CA,64821,749882,12,8.64,Transportation
2018,CO,8371,92970,1,9,Transportation
2018,CT,23296,181498,4,12.84,Transportation
2018,DC,32125,336781,3,9.54,Transportation
2018,DE,0,0,0,0,Transportation
2018,FL,6854,82939,2,8.26,Transportation
2018,GA,9354,169502,1,5.52,Transportation
2018,HI,0,0,0,0,Transportation
2018,IA,0,0,0,0,Transportation
2018,ID,0,0,0,0,Transportation
2018,IL,37205,551353,3,6.75,Transportation
2018,IN,2213,21191,1,10.44,Transportation
2018,KS,0,0,0,0,Transportation
2018,KY,0,0,0,0,Transportation
2018,LA,1189,12915,1,9.21,Transportation
2018,MA,22255,348572,2,6.38,Transportation
2018,MD,39440,530275,5,7.44,Transportation
2018,ME,0,0,0,0,Transportation
2018,MI,730,6783,2,10.76,Transportation
2018,MN,2475,25832,1,9.58,Transportation
2018,MO,2008,23575,2,8.52,Transportation
2018,MS,0,0,0,0,Transportation
2018,MT,0,0,0,0,Transportation
2018,NC,1042,12988,1,8.02,Transportation
2018,ND,0,0,0,0,Transportation
2018,NE,0,0,0,0,Transportation
2018,NH,0,0,0,0,Transportation
2018,NJ,28094,309902,6,9.07,Transportation
2018,NM,0,0,0,0,Transportation
2018,NV,694,8351,1,8.31,Transportation
2018,NY,358602,2954350,8,12.14,Transportation
2018,OH,2632,35918,2,7.33,Transportation
2018,OK,0,0,0,0,Transportation
2018,OR,2381,25996,2,9.16,Transportation
2018,PA,54696,703259,6,7.78,Transportation
2018,RI,4586,26966,1,17.01,Transportation
2018,SC,0,0,0,0,Transportation
2018,SD,0,0,0,0,Transportation
2018,TN,0,0,0,0,Transportation
2018,TX,15123,187255,3,8.08,Transportation
2018,UT,5439,51359,1,10.59,Transportation
2018,VA,16434,198595,1,8.28,Transportation
2018,VT,0,0,0,0,Transportation
2018,WA,670,7137,6,9.38,Transportation
2018,WI,29,208,1,13.85,Transportation
2018,WV,0,0,0,0,Transportation
2018,WY,0,0,0,0,Transportation
2018,US,743609,7664804,83,9.7,Transportation
2017,AK,0,0,0,0,Transportation
2017,AL,0,0,0,0,Transportation
2017,AR,48,389,2,12.26,Transportation
2017,AZ,730,7560,2,9.65,Transportation
2017,CA,72460,834646,15,8.68,Transportation
2017,CO,7144,73155,1,9.77,Transportation
2017,CT,19380,176981,4,10.95,Transportation
2017,DC,29842,335386,3,8.9,Transportation
2017,DE,0,0,0,0,Transportation
2017,FL,7443,86305,2,8.62,Transportation
2017,GA,9036,169053,1,5.35,Transportation
2017,HI,0,0,0,0,Transportation
2017,IA,0,0,0,0,Transportation
2017,ID,0,0,0,0,Transportation
2017,IL,33051,520340,3,6.35,Transportation
2017,IN,2249,20036,1,11.23,Transportation
2017,KS,0,0,0,0,Transportation
2017,KY,0,0,0,0,Transportation
2017,LA,1286,12941,1,9.93,Transportation
2017,MA,21659,348263,2,6.22,Transportation
2017,MD,40932,528841,5,7.74,Transportation
2017,ME,0,0,0,0,Transportation
2017,MI,698,5823,2,11.99,Transportation
2017,MN,2291,23966,1,9.56,Transportation
2017,MO,1924,22840,2,8.42,Transportation
2017,MS,0,0,0,0,Transportation
2017,MT,0,0,0,0,Transportation
2017,NC,303,3540,1,8.55,Transportation
2017,ND,0,0,0,0,Transportation
2017,NE,0,0,0,0,Transportation
2017,NH,0,0,0,0,Transportation
2017,NJ,27027,306645,6,8.81,Transportation
2017,NM,0,0,0,0,Transportation
2017,NV,748,8691,1,8.61,Transportation
2017,NY,350433,2766736,8,12.67,Transportation
2017,OH,2940,39221,2,7.5,Transportation
2017,OK,0,0,0,0,Transportation
2017,OR,2367,25321,2,9.35,Transportation
2017,PA,54024,754716,6,7.16,Transportation
2017,RI,4707,27552,1,17.08,Transportation
2017,SC,0,0,0,0,Transportation
2017,SD,0,0,0,0,Transportation
2017,TN,0,0,0,0,Transportation
2017,TX,14866,182259,3,8.16,Transportation
2017,UT,5752,56081,1,10.26,Transportation
2017,VA,14431,177947,1,8.11,Transportation
2017,VT,0,0,0,0,Transportation
2017,WA,658,7162,6,9.18,Transportation
2017,WI,28,197,1,14.31,Transportation
2017,WV,0,0,0,0,Transportation
2017,WY,0,0,0,0,Transportation
2017,US,728456,7522593,86,9.68,Transportation
2016,AK,0,0,0,0,Transportation
2016,AL,0,0,0,0,Transportation
2016,AR,44,425,2,10.4,Transportation
2016,AZ,718,7232,2,9.93,Transportation
2016,CA,76635,781758,15,9.8,Transportation
2016,CO,6348,64745,1,9.8,Transportation
2016,CT,19821,182772,4,10.84,Transportation
2016,DC,31550,331178,3,9.53,Transportation
2016,DE,0,0,0,0,Transportation
2016,FL,7921,95236,2,8.32,Transportation
2016,GA,8677,170971,1,5.08,Transportation
2016,HI,0,0,0,0,Transportation
2016,IA,0,0,0,0,Transportation
2016,ID,0,0,0,0,Transportation
2016,IL,34577,518549,3,6.67,Transportation
2016,IN,2054,20913,1,9.82,Transportation
2016,KS,0,0,0,0,Transportation
2016,KY,0,0,0,0,Transportation
2016,LA,1104,12227,1,9.03,Transportation
2016,MA,20303,341803,2,5.94,Transportation
2016,MD,42342,539571,5,7.85,Transportation
2016,ME,0,0,0,0,Transportation
2016,MI,491,4223,1,11.63,Transportation
2016,MN,2432,24164,1,10.06,Transportation
2016,MO,1779,21399,2,8.31,Transportation
2016,MS,0,0,0,0,Transportation
2016,MT,0,0,0,0,Transportation
2016,NC,505,6402,1,7.88,Transportation
2016,ND,0,0,0,0,Transportation
2016,NE,0,0,0,0,Transportation
2016,NH,0,0,0,0,Transportation
2016,NJ,26323,303168,7,8.68,Transportation
2016,NM,0,0,0,0,Transportation
2016,NV,656,8378,1,7.83,Transportation
2016,NY,332153,2755565,8,12.05,Transportation
2016,OH,3228,40693,2,7.93,Transportation
2016,OK,0,0,0,0,Transportation
2016,OR,2224,24014,2,9.26,Transportation
2016,PA,60120,787189,6,7.64,Transportation
2016,RI,5071,27096,1,18.71,Transportation
2016,SC,0,0,0,0,Transportation
2016,SD,0,0,0,0,Transportation
2016,TN,0,0,0,0,Transportation
2016,TX,14385,181641,3,7.92,Transportation
2016,UT,5524,56575,1,9.76,Transportation
2016,VA,14178,182747,1,7.76,Transportation
2016,VT,0,0,0,0,Transportation
2016,WA,541,6086,6,8.89,Transportation
2016,WI,28,190,1,14.68,Transportation
2016,WV,0,0,0,0,Transportation
2016,WY,0,0,0,0,Transportation
2016,US,721729,7496910,86,9.63,Transportation
2015,AK,0,0,0,0,Transportation
2015,AL,0,0,0,0,Transportation
2015,AR,49,437,2,11.21,Transportation
2015,AZ,584,6216,1,9.4,Transportation
2015,CA,75346,837761,13,8.99,Transportation
2015,CO,6477,64264,1,10.08,Transportation
2015,CT,25399,192721,3,13.18,Transportation
2015,DC,30043,333832,1,9,Transportation
2015,DE,0,0,0,0,Transportation
2015,FL,8515,95460,2,8.92,Transportation
2015,GA,9004,170853,1,5.27,Transportation
2015,HI,0,0,0,0,Transportation
2015,IA,0,0,0,0,Transportation
2015,ID,0,0,0,0,Transportation
2015,IL,35653,523846,3,6.81,Transportation
2015,IN,2085,21016,1,9.92,Transportation
2015,KS,0,0,0,0,Transportation
2015,KY,0,0,0,0,Transportation
2015,LA,979,11829,1,8.28,Transportation
2015,MA,27418,353299,3,7.76,Transportation
2015,MD,44707,535953,5,8.34,Transportation
2015,ME,0,0,0,0,Transportation
2015,MI,491,4292,1,11.44,Transportation
2015,MN,2300,24209,1,9.5,Transportation
2015,MO,1724,20622,1,8.36,Transportation
2015,MS,0,0,0,0,Transportation
2015,MT,0,0,0,0,Transportation
2015,NC,684,8651,1,7.9,Transportation
2015,ND,0,0,0,0,Transportation
2015,NE,0,0,0,0,Transportation
2015,NH,0,0,0,0,Transportation
2015,NJ,31193,304212,6,10.25,Transportation
2015,NM,0,0,0,0,Transportation
2015,NV,760,8344,1,9.11,Transportation
2015,NY,364797,2816085,7,12.95,Transportation
2015,OH,3049,39672,2,7.69,Transportation
2015,OK,0,0,0,0,Transportation
2015,OR,2205,24125,2,9.14,Transportation
2015,PA,60692,775920,6,7.82,Transportation
2015,RI,4795,25868,1,18.54,Transportation
2015,SC,0,0,0,0,Transportation
2015,SD,0,0,0,0,Transportation
2015,TN,0,0,0,0,Transportation
2015,TX,9585,179614,3,5.34,Transportation
2015,UT,5589,55620,1,10.05,Transportation
2015,VA,15929,196432,1,8.11,Transportation
2015,VT,0,0,0,0,Transportation
2015,WA,433,5288,6,8.18,Transportation
2015,WI,28,191,1,14.66,Transportation
2015,WV,0,0,0,0,Transportation
2015,WY,0,0,0,0,Transportation
2015,US,770510,7636632,78,10.09,Transportation
2014,AK,0,0,0,0,Transportation
2014,AL,0,0,0,0,Transportation
2014,AR,49,431,2,11.35,Transportation
2014,AZ,0,0,0,0,Transportation
2014,CA,74025,831614,13,8.9,Transportation
2014,CO,6910,64041,1,10.79,Transportation
2014,CT,22043,168552,4,13.08,Transportation
2014,DC,29119,330998,1,8.8,Transportation
2014,DE,0,0,0,0,Transportation
2014,FL,8760,94753,2,9.25,Transportation
2014,GA,11527,165134,1,6.98,Transportation
2014,HI,0,0,0,0,Transportation
2014,IA,0,0,0,0,Transportation
2014,ID,0,0,0,0,Transportation
2014,IL,39853,581666,3,6.85,Transportation
